checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,6,existing paid,furniture/equipment,2978,500<=X<10000,4<=X<7,1,male single,none,2,car,32,stores,own,1,skilled,1,yes,yes,good
no checking,39,existing paid,used car,8588,100<=X<500,>=7,4,male single,none,2,car,45,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,6,all paid,new car,783,no known savings,1<=X<4,1,male single,guarantor,2,real estate,26,stores,own,1,unskilled resident,2,none,yes,good
no checking,6,delayed previously,radio/tv,932,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,24,stores,own,1,skilled,1,none,yes,good
no checking,10,critical/order existing credit,furniture/equipment,2146,<100,<1,1,female div/dep/mar,none,3,real estate,23,stores,rent,2,skilled,1,none,yes,good
no checking,10,critical/order existing credit,new car,1231,<100,>=7,3,male single,none,4,real estate,32,stores,own,2,unskilled resident,2,none,no,good
0<=X<200,18,critical/order existing credit,furniture/equipment,3612,<100,>=7,3,female div/dep/mar,none,4,life insurance,37,stores,own,1,skilled,1,yes,yes,good
no checking,12,existing paid,radio/tv,701,<100,1<=X<4,4,male mar/wid,none,2,real estate,40,stores,own,1,unskilled resident,1,none,yes,good
no checking,18,existing paid,radio/tv,2051,<100,<1,4,male single,none,1,real estate,33,stores,own,1,skilled,1,none,yes,good
<0,6,existing paid,new car,1203,100<=X<500,>=7,3,male single,none,2,life insurance,43,stores,own,1,skilled,1,yes,yes,good
no checking,9,existing paid,furniture/equipment,1313,<100,>=7,1,male single,none,4,car,20,stores,own,1,skilled,1,none,yes,good
<0,12,critical/order existing credit,new car,2171,<100,1<=X<4,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no,good
no checking,6,no credits/all paid,new car,1204,100<=X<500,1<=X<4,4,male single,none,1,no known property,35,bank,rent,1,skilled,1,none,no,good
<0,48,existing paid,used car,4788,<100,4<=X<7,4,male single,none,3,life insurance,26,stores,own,1,skilled,2,none,yes,good
no checking,24,existing paid,radio/tv,3430,500<=X<10000,>=7,3,male single,none,2,car,31,stores,own,1,skilled,2,yes,yes,good
no checking,12,critical/order existing credit,radio/tv,976,no known savings,>=7,4,male single,none,4,car,35,stores,own,2,skilled,1,none,yes,good
no checking,9,existing paid,business,1449,<100,4<=X<7,3,female div/dep/mar,none,2,car,27,stores,own,2,skilled,1,none,yes,good
0<=X<200,18,no credits/all paid,furniture/equipment,3244,<100,1<=X<4,1,female div/dep/mar,none,4,car,33,bank,own,2,skilled,1,yes,yes,good
no checking,24,existing paid,used car,2964,no known savings,>=7,4,male single,none,4,no known property,49,bank,for free,1,skilled,2,yes,yes,good
0<=X<200,48,existing paid,new car,8487,no known savings,4<=X<7,1,female div/dep/mar,none,2,car,24,stores,own,1,skilled,1,none,yes,good
0<=X<200,24,delayed previously,business,6967,100<=X<500,4<=X<7,4,male single,none,4,car,36,stores,rent,1,high qualif/self emp/mgmt,1,none,yes,good
<0,29.4,critical/order existing credit,used car,6187,100<=X<500,4<=X<7,1,male mar/wid,none,4,car,24,stores,rent,2,skilled,1,none,yes,good
no checking,6,existing paid,repairs,660,500<=X<10000,4<=X<7,2,male mar/wid,none,4,real estate,23,stores,rent,1,unskilled resident,1,none,yes,good
no checking,6,no credits/all paid,radio/tv,426,<100,>=7,4,male mar/wid,none,4,car,39,stores,own,1,unskilled resident,1,none,yes,good
no checking,12,critical/order existing credit,furniture/equipment,1258,<100,<1,2,female div/dep/mar,none,4,life insurance,22,stores,rent,2,unskilled resident,1,none,yes,good
no checking,6,existing paid,radio/tv,2108,<100,4<=X<7,2,male mar/wid,none,2,real estate,29,stores,rent,1,skilled,1,none,yes,good
0<=X<200,6,delayed previously,business,1449,100<=X<500,>=7,1,male div/sep,none,2,car,31,bank,own,2,skilled,2,none,yes,good
>=200,42,critical/order existing credit,used car,4796,<100,>=7,4,male single,none,4,no known property,56,stores,for free,1,skilled,1,none,yes,good
>=200,42,critical/order existing credit,used car,4796,<100,>=7,4,male single,none,4,no known property,56,stores,for free,1,skilled,1,none,yes,good
0<=X<200,24,delayed previously,radio/tv,1553,100<=X<500,4<=X<7,3,female div/dep/mar,none,2,life insurance,23,stores,rent,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,12,existing paid,retraining,754,no known savings,>=7,4,male single,none,4,life insurance,38,stores,own,2,skilled,1,none,yes,good
<0,12,critical/order existing credit,new car,2122,<100,1<=X<4,3,male single,none,2,real estate,39,stores,rent,2,unskilled resident,2,none,no,good
0<=X<200,9,critical/order existing credit,radio/tv,1154,<100,>=7,2,male single,none,4,real estate,37,stores,own,3,unskilled resident,1,none,yes,good
no checking,10,critical/order existing credit,furniture/equipment,2069,no known savings,1<=X<4,2,male mar/wid,none,1,car,26,stores,own,2,skilled,1,none,no,good
0<=X<200,10.3,existing paid,business,907,<100,<1,3,male mar/wid,none,3,real estate,26,stores,own,1,skilled,1,yes,yes,good
0<=X<200,12,existing paid,radio/tv,2930,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
no checking,6,existing paid,repairs,660,500<=X<10000,4<=X<7,2,male mar/wid,none,4,real estate,23,stores,rent,1,unskilled resident,1,none,yes,good
no checking,30,critical/order existing credit,radio/tv,2831,<100,1<=X<4,4,female div/dep/mar,none,2,car,33,stores,own,1,skilled,1,yes,yes,good
no checking,60,existing paid,new car,10366,<100,>=7,2,male single,none,4,life insurance,42,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,10,existing paid,furniture/equipment,1275,<100,<1,4,female div/dep/mar,none,2,life insurance,23,stores,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,1409,100<=X<500,unemployed,2,male div/sep,none,4,real estate,64,stores,own,1,skilled,1,none,yes,good
no checking,15,critical/order existing credit,used car,3368,>=1000,>=7,3,male single,none,4,no known property,23,stores,rent,2,skilled,1,yes,yes,good
0<=X<200,25.3,existing paid,radio/tv,5084,no known savings,>=7,2,female div/dep/mar,none,4,car,42,stores,own,1,skilled,1,yes,yes,good
no checking,15,existing paid,furniture/equipment,2708,<100,<1,2,male single,none,3,life insurance,27,stores,own,2,unskilled resident,1,none,yes,good
0<=X<200,24,critical/order existing credit,new car,3878,100<=X<500,<1,4,male div/sep,none,2,car,37,stores,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,radio/tv,1278,<100,>=7,4,male single,none,1,real estate,35,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,18,existing paid,business,1913,>=1000,<1,3,male mar/wid,none,3,real estate,36,bank,own,1,skilled,1,yes,yes,good
>=200,6,existing paid,furniture/equipment,2116,<100,1<=X<4,2,male single,none,2,real estate,41,stores,own,1,skilled,1,yes,yes,good
0<=X<200,9,critical/order existing credit,radio/tv,1154,<100,>=7,2,male single,none,4,real estate,37,stores,own,3,unskilled resident,1,none,yes,good
<0,12,existing paid,furniture/equipment,708,<100,1<=X<4,2,male single,guarantor,3,life insurance,38,stores,own,1,unskilled resident,2,none,yes,good
>=200,12,all paid,radio/tv,409,>=1000,1<=X<4,3,female div/dep/mar,none,3,real estate,42,stores,rent,2,skilled,1,none,yes,good
no checking,48,critical/order existing credit,used car,2751,no known savings,>=7,4,male single,none,3,car,38,stores,own,2,skilled,2,yes,yes,good
<0,12,existing paid,new car,3651,>=1000,1<=X<4,1,male single,none,3,life insurance,31,stores,own,1,skilled,2,none,yes,good
no checking,24,existing paid,retraining,937,<100,<1,4,male mar/wid,none,3,car,27,stores,own,2,unskilled resident,1,none,yes,good
no checking,21,delayed previously,furniture/equipment,1591,100<=X<500,4<=X<7,4,male single,none,3,real estate,34,stores,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,6,critical/order existing credit,radio/tv,338,500<=X<10000,>=7,4,male single,none,4,car,52,stores,own,2,skilled,1,none,yes,good
no checking,15,delayed previously,furniture/equipment,960,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,30,stores,own,2,skilled,1,none,yes,good
0<=X<200,9,existing paid,radio/tv,790,500<=X<10000,1<=X<4,4,female div/dep/mar,none,3,real estate,66,stores,own,1,unskilled resident,1,none,yes,good
no checking,24,critical/order existing credit,education,1927,<100,1<=X<4,3,female div/dep/mar,none,2,car,33,stores,own,2,skilled,1,yes,yes,good
<0,48,existing paid,education,7476,<100,4<=X<7,4,male single,none,1,no known property,50,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,9,critical/order existing credit,furniture/equipment,1919,<100,4<=X<7,4,male single,none,3,car,35,stores,rent,1,skilled,1,yes,yes,good
no checking,12,existing paid,radio/tv,3059,>=1000,4<=X<7,2,male div/sep,none,4,real estate,61,stores,own,1,skilled,1,none,yes,good
no checking,24,critical/order existing credit,furniture/equipment,3777,>=1000,1<=X<4,4,male single,none,4,real estate,50,stores,own,1,skilled,1,yes,yes,good
0<=X<200,14,existing paid,business,1410,500<=X<10000,>=7,1,male mar/wid,none,2,real estate,35,stores,own,1,skilled,1,yes,yes,good
no checking,30,existing paid,radio/tv,1867,no known savings,>=7,4,male single,none,4,car,58,stores,own,1,skilled,1,yes,yes,good
<0,12,critical/order existing credit,radio/tv,385,<100,4<=X<7,4,female div/dep/mar,none,3,real estate,58,stores,own,4,unskilled resident,1,yes,yes,good
0<=X<200,18,existing paid,business,2622,100<=X<500,1<=X<4,4,male single,none,4,car,34,stores,own,1,skilled,1,none,yes,good
0<=X<200,9,existing paid,business,1391,<100,1<=X<4,2,male mar/wid,none,1,real estate,27,bank,own,1,skilled,1,yes,yes,good
>=200,12,delayed previously,new car,2247,<100,1<=X<4,2,female div/dep/mar,none,2,car,36,stores,own,2,skilled,1,yes,yes,good
0<=X<200,12,all paid,retraining,3447,500<=X<10000,1<=X<4,4,female div/dep/mar,none,3,real estate,35,stores,own,1,unskilled resident,2,none,yes,good
no checking,7,critical/order existing credit,radio/tv,730,no known savings,>=7,4,male single,none,2,life insurance,46,stores,rent,2,unskilled resident,1,yes,yes,good
<0,15,existing paid,business,806,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,22,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,18,existing paid,radio/tv,866,<100,1<=X<4,4,male mar/wid,guarantor,2,real estate,25,stores,own,1,unskilled resident,1,none,yes,good
no checking,24,existing paid,new car,7393,<100,1<=X<4,1,male single,none,4,life insurance,43,stores,own,1,unskilled resident,2,none,yes,good
>=200,10,critical/order existing credit,radio/tv,1347,no known savings,4<=X<7,4,male single,none,2,life insurance,27,stores,own,2,skilled,1,yes,yes,good
0<=X<200,21,critical/order existing credit,business,3652,<100,4<=X<7,2,male single,none,3,life insurance,27,stores,own,2,skilled,1,none,yes,good
<0,36,existing paid,other,15857,<100,unemployed,2,male div/sep,co applicant,3,car,43,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,24,existing paid,radio/tv,1901,100<=X<500,1<=X<4,4,male single,none,4,car,29,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,15,existing paid,radio/tv,1213,no known savings,>=7,4,male single,none,3,life insurance,47,stores,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,used car,2679,<100,<1,4,female div/dep/mar,none,1,no known property,29,stores,own,1,skilled,1,yes,yes,good
no checking,36,existing paid,business,7409,no known savings,>=7,3,male single,none,2,life insurance,37,stores,own,2,skilled,1,none,yes,good
no checking,30,critical/order existing credit,used car,7596,no known savings,>=7,1,male single,none,4,car,63,stores,own,2,skilled,1,none,yes,good
no checking,30,existing paid,new car,1867,no known savings,>=7,4,male single,none,4,car,58,stores,own,1,skilled,1,yes,yes,good
0<=X<200,20,existing paid,used car,6468,no known savings,unemployed,1,male div/sep,none,4,real estate,60,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,36,existing paid,education,3711,no known savings,1<=X<4,2,male mar/wid,none,2,car,27,stores,own,1,skilled,1,none,yes,good
no checking,24,delayed previously,business,2978,no known savings,1<=X<4,4,male single,none,4,real estate,32,stores,own,2,skilled,2,yes,yes,good
0<=X<200,15.4,existing paid,radio/tv,1444,no known savings,<1,4,male single,none,1,life insurance,23,stores,own,1,skilled,1,none,yes,good
no checking,24,all paid,business,1559,<100,4<=X<7,4,male single,none,4,car,50,bank,own,1,skilled,1,yes,yes,good
>=200,24,existing paid,radio/tv,1377,100<=X<500,>=7,4,female div/dep/mar,none,2,no known property,47,stores,for free,1,skilled,1,yes,yes,good
no checking,6,critical/order existing credit,new car,250,>=1000,1<=X<4,2,female div/dep/mar,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,good
0<=X<200,12,no credits/all paid,retraining,1410,<100,1<=X<4,2,male single,none,2,real estate,31,stores,own,1,unskilled resident,1,yes,yes,good
<0,18,critical/order existing credit,furniture/equipment,1049,<100,<1,4,female div/dep/mar,none,4,life insurance,21,stores,rent,1,skilled,1,none,yes,good
0<=X<200,8,existing paid,business,907,<100,<1,3,male mar/wid,none,2,real estate,26,stores,own,1,skilled,1,yes,yes,good
0<=X<200,18,existing paid,radio/tv,1301,<100,>=7,4,male mar/wid,guarantor,2,real estate,32,stores,own,1,unskilled resident,1,none,yes,good
<0,12,critical/order existing credit,new car,2171,<100,1<=X<4,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no,good
0<=X<200,30,critical/order existing credit,new car,2181,no known savings,>=7,4,male single,none,4,real estate,36,stores,own,2,skilled,1,none,yes,good
0<=X<200,12,no credits/all paid,retraining,1409.94,<100,1<=X<4,2,male single,none,2,real estate,31,stores,own,1,unskilled resident,1,yes,yes,good
<0,36,existing paid,furniture/equipment,3620,<100,1<=X<4,1,male single,guarantor,2,life insurance,37,stores,own,1,skilled,2,none,yes,good
<0,30,existing paid,used car,3857,<100,1<=X<4,4,male single,none,4,life insurance,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,60,delayed previously,radio/tv,7418,no known savings,1<=X<4,1,male single,none,1,real estate,27,stores,own,1,unskilled resident,1,none,yes,good
<0,12,existing paid,furniture/equipment,1574,<100,1<=X<4,4,male single,none,2,real estate,50,stores,own,1,skilled,1,none,yes,good
<0,24,critical/order existing credit,used car,6419,<100,>=7,2,male single,none,4,no known property,44,stores,for free,2,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,11,existing paid,furniture/equipment,1577,>=1000,<1,4,female div/dep/mar,none,1,real estate,20,stores,own,1,skilled,1,none,yes,good
0<=X<200,24,existing paid,new car,3512,100<=X<500,4<=X<7,2,male single,none,3,car,38,bank,own,2,skilled,1,yes,yes,good
no checking,48,existing paid,radio/tv,10222,no known savings,4<=X<7,4,male single,none,3,car,37,stores,own,1,skilled,1,yes,yes,good
<0,12,critical/order existing credit,used car,1409,<100,>=7,4,male single,none,3,real estate,54,stores,own,1,skilled,1,none,yes,good
0<=X<200,18,no credits/all paid,furniture/equipment,3244,<100,1<=X<4,1,female div/dep/mar,none,4,car,33,bank,own,2,skilled,1,yes,yes,good
no checking,36,existing paid,radio/tv,2394,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,25,stores,own,1,skilled,1,none,yes,good
no checking,9,critical/order existing credit,radio/tv,3074,no known savings,1<=X<4,1,male single,none,2,real estate,33,stores,own,2,skilled,2,none,yes,good
<0,6,existing paid,new car,1374,no known savings,unemployed,4,female div/dep/mar,none,3,life insurance,75,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,24,critical/order existing credit,new car,1940,>=1000,>=7,4,male single,none,4,real estate,60,stores,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,business,1509.72,<100,4<=X<7,4,male single,none,1,real estate,25,stores,own,1,skilled,1,yes,yes,good
no checking,5,existing paid,business,3448,<100,4<=X<7,1,male single,none,4,real estate,74,stores,own,1,unskilled resident,1,none,yes,good
>=200,10,existing paid,furniture/equipment,1275,<100,<1,4,female div/dep/mar,none,2,life insurance,23,stores,own,1,skilled,1,none,yes,good
<0,21,existing paid,radio/tv,2606,<100,<1,4,female div/dep/mar,none,4,life insurance,28,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,12,existing paid,radio/tv,3399,no known savings,>=7,2,male single,none,3,car,37,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,24,all paid,furniture/equipment,2828,500<=X<10000,1<=X<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good
<0,12,existing paid,radio/tv,1680,<100,>=7,3,male mar/wid,none,1,real estate,35,stores,own,1,skilled,1,none,yes,good
