checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,60,existing paid,radio/tv,10144,100<=X<500,4<=X<7,2,female div/dep/mar,none,4,real estate,21,stores,own,1,skilled,1,yes,yes,good
no checking,54,no credits/all paid,used car,9436,no known savings,1<=X<4,2,male single,none,2,life insurance,39,stores,own,1,unskilled resident,2,none,yes,good
0<=X<200,9,existing paid,radio/tv,790,500<=X<10000,1<=X<4,4,female div/dep/mar,NA,3,real estate,66,stores,own,1,unskilled resident,1,none,yes,good
no checking,12,critical/order existing credit,radio/tv,2331,no known savings,>=7,1,male single,co applicant,4,real estate,49,stores,own,1,skilled,1,yes,yes,good
no checking,24,critical/order existing credit,education,1927,NA,1<=X<4,3,female div/dep/mar,none,2,car,33,stores,own,2,skilled,1,yes,yes,good
<0,48,NA,education,7476,<100,4<=X<7,4,male single,none,1,no known property,50,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,12,critical/order existing credit,business,1412,<100,1<=X<4,4,female div/dep/mar,guarantor,2,real estate,29,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,15,critical/order existing credit,radio/tv,1471,<100,1<=X<4,4,male single,none,4,no known property,35,stores,for free,2,skilled,1,yes,yes,good
no checking,36,existing paid,radio/tv,3835,no known savings,>=7,2,female div/dep/mar,none,4,real estate,45,stores,own,1,unskilled resident,1,yes,yes,good
<0,18,existing paid,furniture/equipment,3650,<100,<1,1,female div/dep/mar,none,4,car,22,stores,rent,1,skilled,1,none,yes,good
0<=X<200,9,critical/order existing credit,furniture/equipment,1919,NA,4<=X<7,4,male single,none,3,car,35,stores,rent,1,skilled,1,yes,yes,good
<0,6,critical/order existing credit,furniture/equipment,1872,<100,unemployed,4,male single,none,4,no known property,36,stores,for free,3,high qualif/self emp/mgmt,1,yes,yes,good
<0,15,existing paid,furniture/equipment,1845,<100,<1,4,female div/dep/mar,guarantor,1,life insurance,46,stores,rent,1,skilled,1,none,yes,good
no checking,24,delayed previously,new car,717,no known savings,>=7,4,male mar/wid,none,4,car,54,stores,own,2,skilled,1,yes,yes,good
0<=X<200,18,existing paid,radio/tv,3213,500<=X<10000,<1,1,male mar/wid,none,3,real estate,25,stores,rent,1,skilled,1,none,yes,good
<0,24,critical/order existing credit,business,1382,100<=X<500,4<=X<7,4,male single,none,1,real estate,26,stores,own,2,skilled,1,yes,yes,good
no checking,24,existing paid,retraining,937,<100,<1,4,male mar/wid,none,3,car,27,stores,own,2,unskilled resident,1,none,yes,good
no checking,12,critical/order existing credit,business,1264,no known savings,>=7,4,male single,none,4,no known property,57,stores,rent,1,unskilled resident,1,none,yes,good
no checking,18,existing paid,new car,1820,<100,1<=X<4,2,male mar/wid,none,2,life insurance,30,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,24,critical/order existing credit,radio/tv,1851,<100,4<=X<7,4,male mar/wid,guarantor,2,car,33,stores,own,2,skilled,1,yes,yes,good
no checking,33,critical/order existing credit,used car,7253,<100,4<=X<7,3,male single,none,2,car,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,12,critical/order existing credit,radio/tv,618,<100,>=7,4,male single,none,4,real estate,56,stores,own,1,skilled,1,none,yes,good
no checking,12,existing paid,radio/tv,3059,>=1000,4<=X<7,2,male div/sep,none,4,real estate,61,stores,NA,1,NA,1,none,yes,good
no checking,24,critical/order existing credit,furniture/equipment,3777,>=1000,NA,4,male single,none,4,real estate,50,stores,own,1,skilled,NA,yes,yes,good
no checking,24,delayed previously,business,2978,no known savings,1<=X<4,4,male single,none,4,real estate,32,stores,own,2,skilled,2,yes,yes,good
0<=X<200,14,existing paid,business,1410,500<=X<10000,>=7,1,male mar/wid,none,2,real estate,35,stores,own,1,skilled,NA,yes,yes,good
no checking,30,NA,radio/tv,1867,no known savings,>=7,4,male single,none,4,car,58,stores,own,1,skilled,NA,yes,yes,good
<0,12,critical/order existing credit,NA,385,<100,4<=X<7,4,female div/dep/mar,none,3,real estate,58,stores,own,4,unskilled resident,1,yes,yes,good
0<=X<200,18,existing paid,business,2622,100<=X<500,1<=X<4,4,male single,none,4,car,34,stores,own,1,skilled,1,none,NA,good
<0,8,critical/order existing credit,new car,3398,<100,4<=X<7,1,male single,none,4,real estate,39,stores,own,2,unskilled resident,1,none,no,good
0<=X<200,9,existing paid,business,1391,<100,1<=X<4,2,male mar/wid,none,1,real estate,27,bank,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,used car,9277,no known savings,1<=X<4,2,male div/sep,none,4,no known property,48,stores,for free,1,skilled,1,yes,yes,good
NA,12,delayed previously,new car,2247,<100,1<=X<4,2,female div/dep/mar,none,2,car,36,,own,2,skilled,1,yes,yes,good
NA,12,all paid,retraining,3447,500<=X<10000,1<=X<4,4,female div/dep/mar,none,3,real estate,35,stores,own,1,unskilled resident,2,none,yes,good
no checking,36,no credits/all paid,repairs,2613,<100,1<=X<4,4,male single,none,2,car,27,stores,own,2,skilled,1,none,yes,good
no checking,24,critical/order existing credit,used car,6842,no known savings,1<=X<4,2,male single,none,4,life insurance,46,stores,own,2,high qualif/self emp/mgmt,2,yes,yes,good
no checking,36,existing paid,used car,4686,<100,1<=X<4,2,male single,none,2,no known property,32,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,7,critical/order existing credit,radio/tv,730,no known savings,>=7,4,male single,none,2,life insurance,46,stores,rent,2,unskilled resident,1,yes,yes,good
<0,24,existing paid,used car,6579,<100,unemployed,4,male single,none,2,no known property,29,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,12,existing paid,furniture/equipment,1289,<100,1<=X<4,4,male single,guarantor,1,life insurance,21,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,20,no credits/all paid,used car,6148,100<=X<500,>=7,3,male mar/wid,none,4,car,31,bank,own,2,skilled,1,yes,yes,good
no checking,48,delayed previously,radio/tv,7238,no known savings,>=7,3,male single,none,3,car,32,bank,own,2,skilled,2,none,yes,good
no checking,36,existing paid,new car,909,500<=X<10000,>=7,4,male single,none,4,life insurance,36,stores,own,1,skilled,1,none,yes,good
<0,15,existing paid,business,806,<100,1<=X<4,NA,female div/dep/mar,none,4,NA,22,stores,own,1,unskilled resident,1,none,yes,good
>=200,15,critical/order existing credit,used car,2360,500<=X<10000,1<=X<4,2,male single,none,2,car,36,stores,own,1,skilled,1,yes,yes,good
no checking,60,critical/order existing credit,new car,13756,no known savings,>=7,2,male single,none,4,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,11,existing paid,business,2142,>=1000,>=7,1,male div/sep,none,2,real estate,28,stores,own,1,skilled,1,yes,yes,good
no checking,12,critical/order existing credit,furniture/equipment,3331,<100,>=7,2,male single,none,4,life insurance,42,,own,1,skilled,1,none,yes,good
no checking,24,existing paid,used car,3488,100<=X<500,4<=X<7,3,female div/dep/mar,none,4,car,23,stores,own,1,skilled,1,none,yes,good
0<=X<200,18,existing paid,business,2622,100<=X<500,1<=X<4,4,male single,none,4,car,NA,stores,own,1,skilled,1,none,yes,good
0<=X<200,18,existing paid,radio/tv,3213,500<=X<10000,<1,1,male mar/wid,none,3,real estate,25,stores,rent,1,skilled,1,none,yes,good
no checking,6,all paid,new car,783,no known savings,1<=X<4,1,male single,guarantor,2,real estate,26,,own,1,unskilled resident,2,none,yes,good
no checking,6,critical/order existing credit,radio/tv,700,no known savings,>=7,4,male single,none,4,no known property,36,stores,for free,2,skilled,1,none,yes,good
no checking,12,existing paid,radio/tv,1262,<100,1<=X<4,3,male single,none,2,car,25,stores,own,1,skilled,1,none,yes,good
0<=X<200,18,existing paid,radio/tv,866,<100,1<=X<4,4,male mar/wid,guarantor,2,real estate,25,stores,own,1,unskilled resident,1,NA,yes,good
0<=X<200,12,existing paid,radio/tv,1092,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,49,stores,own,2,skilled,1,yes,yes,good
>=200,15,existing paid,education,1905,<100,>=7,4,male single,none,4,car,40,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,24,existing paid,new car,7393,<100,1<=X<4,1,male single,none,4,life insurance,43,stores,own,NA,unskilled resident,2,none,yes,good
0<=X<200,24,delayed previously,furniture/equipment,2333,no known savings,<1,4,male single,none,2,life insurance,29,bank,own,1,unskilled resident,1,none,yes,good
no checking,39,existing paid,used car,8588,100<=X<500,>=7,4,male single,none,2,car,45,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,24,existing paid,business,6568,<100,1<=X<4,2,male mar/wid,none,2,car,21,,own,1,unskilled resident,1,none,yes,good
no checking,12,critical/order existing credit,new car,682,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,car,51,stores,own,2,skilled,1,yes,yes,good
>=200,10,critical/order existing credit,radio/tv,1347,no known savings,4<=X<7,NA,male single,none,2,life insurance,27,stores,own,2,skilled,1,yes,yes,good
0<=X<200,21,critical/order existing credit,business,3652,<100,4<=X<7,2,male single,none,3,life insurance,27,stores,own,2,skilled,NA,none,yes,good
0<=X<200,15,critical/order existing credit,radio/tv,1537,no known savings,>=7,4,male single,guarantor,4,real estate,50,stores,own,2,skilled,1,yes,yes,good
<0,36,existing paid,other,15857,<100,unemployed,2,male div/sep,co applicant,3,car,43,stores,own,1,NA,1,none,yes,good
>=200,9,existing paid,radio/tv,1126,100<=X<500,>=7,2,male div/sep,none,4,real estate,49,stores,own,1,skilled,1,none,yes,good
<0,12,critical/order existing credit,used car,1409,<100,>=7,4,male single,none,3,real estate,54,stores,own,1,skilled,1,none,yes,good
no checking,24,existing paid,radio/tv,3235,500<=X<10000,>=7,3,male div/sep,none,2,car,26,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,18,delayed previously,new car,2899,no known savings,>=7,4,male single,none,4,car,43,stores,own,1,skilled,2,none,yes,good
no checking,24,existing paid,radio/tv,1901,100<=X<500,1<=X<4,4,male single,none,4,car,29,NA,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,15,existing paid,radio/tv,1213,NA,>=7,4,male single,none,3,life insurance,47,,own,1,skilled,1,yes,yes,good
no checking,5,existing paid,business,3448,<100,4<=X<7,1,male single,none,4,real estate,74,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,625,<100,<1,4,male mar/wid,guarantor,1,real estate,26,bank,own,1,unskilled resident,1,none,yes,good
no checking,24,existing paid,NA,2679,<100,<1,4,female div/dep/mar,none,1,no known property,29,stores,own,1,NA,1,yes,yes,good
<0,6,existing paid,furniture/equipment,428,<100,>=7,2,female div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,good
0<=X<200,12,existing paid,retraining,754,no known savings,>=7,4,male single,none,4,life insurance,38,stores,own,2,skilled,1,none,yes,good
no checking,36,existing paid,business,7409,no known savings,>=7,3,male single,none,2,life insurance,37,stores,own,NA,skilled,1,none,yes,good
<0,18,delayed previously,education,8471,no known savings,1<=X<4,1,female div/dep/mar,none,2,car,23,stores,rent,2,skilled,1,yes,yes,good
no checking,30,critical/order existing credit,used car,7596,no known savings,>=7,1,male single,none,4,car,63,stores,own,2,skilled,1,none,yes,good
no checking,30,existing paid,NA,1867,no known savings,>=7,4,male single,none,4,car,58,stores,own,1,skilled,1,yes,yes,good
0<=X<200,12,existing paid,retraining,754,no known savings,>=7,4,male single,none,4,life insurance,38,stores,own,2,skilled,NA,none,yes,good
0<=X<200,20,existing paid,used car,6468,no known savings,unemployed,1,NA,none,4,real estate,60,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,36,existing paid,education,3711,no known savings,1<=X<4,2,male mar/wid,none,NA,car,27,stores,own,1,skilled,1,none,yes,good
<0,20,existing paid,furniture/equipment,2212,no known savings,4<=X<7,4,male single,none,4,car,39,stores,own,1,skilled,1,yes,yes,good
no checking,24,delayed previously,business,2978,no known savings,1<=X<4,4,male single,none,4,real estate,32,stores,own,2,skilled,2,yes,NA,good
0<=X<200,NA,existing paid,radio/tv,1444,no known savings,<1,4,male single,none,1,life insurance,23,stores,own,1,skilled,1,none,yes,good
no checking,24,critical/order existing credit,new car,1287,>=1000,>=7,4,female div/dep/mar,none,4,real estate,37,stores,own,2,skilled,1,yes,yes,good
no checking,24,all paid,business,1559,<100,4<=X<7,4,male single,none,4,car,50,bank,own,1,skilled,1,yes,yes,good
no checking,30,critical/order existing credit,radio/tv,3077,no known savings,>=7,3,male single,none,2,car,40,stores,own,2,skilled,2,yes,yes,good
no checking,24,critical/order existing credit,furniture/equipment,2028,<100,4<=X<7,2,male single,none,2,life insurance,30,stores,own,2,unskilled resident,1,none,yes,good
no checking,24,existing paid,radio/tv,1311,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,26,stores,own,1,skilled,1,yes,yes,good
no checking,15,existing paid,furniture/equipment,2221,500<=X<10000,1<=X<4,2,female div/dep/mar,none,4,car,20,stores,rent,1,skilled,1,none,yes,good
0<=X<200,24,critical/order existing credit,radio/tv,1743,<100,>=7,4,male single,none,2,life insurance,48,stores,own,2,unskilled resident,1,none,yes,good
>=200,24,existing paid,radio/tv,1377,100<=X<500,>=7,4,female div/dep/mar,none,2,no known property,47,stores,for free,NA,skilled,1,yes,yes,good
0<=X<200,12,existing paid,radio/tv,1103,<100,4<=X<7,4,male single,guarantor,3,real estate,29,stores,own,2,skilled,1,none,no,good
0<=X<200,18,existing paid,business,2622,100<=X<500,1<=X<4,4,male single,none,4,car,34,stores,own,1,skilled,1,none,yes,good
no checking,6,critical/order existing credit,new car,250,>=1000,1<=X<4,2,female div/dep/mar,NA,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,good
0<=X<200,18,critical/order existing credit,furniture/equipment,3612,<100,>=7,3,female div/dep/mar,none,4,life insurance,37,stores,own,1,skilled,1,yes,yes,good
0<=X<200,30,critical/order existing credit,new car,2181,no known savings,>=7,4,male single,none,4,real estate,36,stores,own,2,skilled,1,none,yes,good
no checking,14,delayed previously,new car,802,<100,1<=X<4,4,male single,none,2,car,27,stores,own,2,unskilled resident,1,none,yes,good
no checking,39,existing paid,used car,8588,100<=X<500,>=7,4,male single,none,2,car,45,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,18,existing paid,radio/tv,1936,no known savings,4<=X<7,2,male mar/wid,none,4,car,23,stores,rent,2,unskilled resident,1,none,yes,good
0<=X<200,12,no credits/all paid,retraining,1410,<100,1<=X<4,NA,male single,none,2,real estate,31,stores,own,1,unskilled resident,1,yes,yes,good
NA,18,critical/order existing credit,furniture/equipment,1049,<100,<1,4,female div/dep/mar,none,4,life insurance,21,stores,rent,1,skilled,NA,none,yes,good
no checking,12,critical/order existing credit,radio/tv,930,no known savings,>=7,4,male single,none,4,real estate,65,stores,own,4,skilled,1,none,yes,good
no checking,15,existing paid,used car,3812,100<=X<500,<1,1,female div/dep/mar,none,4,car,23,stores,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,radio/tv,1376,500<=X<10000,4<=X<7,4,female div/dep/mar,none,1,car,28,stores,own,1,skilled,1,none,yes,good
0<=X<200,8,existing paid,business,907,<100,<1,3,male mar/wid,none,2,real estate,26,stores,own,1,skilled,1,yes,yes,good
0<=X<200,18,existing paid,radio/tv,1301,<100,>=7,4,male mar/wid,guarantor,2,real estate,32,stores,own,1,unskilled resident,1,none,yes,good
no checking,24,critical/order existing credit,radio/tv,2872,100<=X<500,>=7,3,male single,none,4,real estate,36,stores,own,1,skilled,2,yes,yes,good
no checking,11,critical/order existing credit,radio/tv,1154,100<=X<500,unemployed,4,female div/dep/mar,none,4,real estate,57,stores,own,3,unskilled resident,1,none,yes,good
no checking,24,existing paid,new car,7393,<100,1<=X<4,1,male single,none,4,life insurance,43,stores,own,1,unskilled resident,2,none,yes,good
<0,12,critical/order existing credit,radio/tv,385,<100,4<=X<7,4,NA,none,3,real estate,58,stores,own,4,unskilled resident,1,yes,yes,good
<0,12,critical/order existing credit,new car,2171,<100,1<=X<4,4,male single,none,4,life insurance,38,bank,own,2,NA,1,none,no,good
0<=X<200,13,critical/order existing credit,radio/tv,882,<100,<1,4,male single,guarantor,4,real estate,23,stores,own,2,skilled,1,none,yes,good
0<=X<200,30,critical/order existing credit,new car,2181,no known savings,>=7,4,male single,none,4,NA,36,stores,own,2,skilled,1,none,yes,good
0<=X<200,12,no credits/all paid,retraining,NA,<100,1<=X<4,2,male single,none,2,real estate,31,stores,own,1,unskilled resident,1,yes,yes,good
<0,36,existing paid,furniture/equipment,3620,<100,1<=X<4,1,male single,guarantor,2,life insurance,37,stores,own,NA,skilled,2,none,yes,good
no checking,12,existing paid,furniture/equipment,1768,<100,1<=X<4,3,male single,none,2,real estate,24,stores,rent,1,unskilled resident,1,none,yes,good
no checking,30,critical/order existing credit,radio/tv,5771,<100,4<=X<7,4,female div/dep/mar,none,2,car,25,stores,own,2,skilled,1,none,yes,good
